filename,relative_path,page_number,num_pages,file_size_kb,preview
HOUSE_OVERSIGHT_022841.txt,TEXT\001\HOUSE_OVERSIGHT_022841.txt,22841,3,5.24,"From: jeffrey E. [jeeyacation@gmail.com]  Sent: 1/16/2015 8:12:46 PM  To: Thomas Jr., Landon  Subject: Re: How are you holding up?  yes, but not if you own dollars. bitcoin collapse pound is the most "
HOUSE_OVERSIGHT_022926.txt,TEXT\001\HOUSE_OVERSIGHT_022926.txt,22926,5,8.98,From: jeffrey E. [jeeyacation@gmail.com]  Sent: 4/22/2015 7:16:34 PM  To: Darren lndyke  Subject: Fwd: ATTORNEY-CLIENT PRIVILEGE  Importance: High  ----------Forwarded message----------  From: Martin 
HOUSE_OVERSIGHT_022936.txt,TEXT\001\HOUSE_OVERSIGHT_022936.txt,22936,2,4.39,"From:  Sent:  To:  Subject:  Importance:  jeffrey E. <jeeyacation@gmail.com>  Wednesday, January 20, 2016 10:21 AM  Re: Help!  High  i appreciate your support is what i meant. has anyting happened rec"
HOUSE_OVERSIGHT_022938.txt,TEXT\001\HOUSE_OVERSIGHT_022938.txt,22938,3,6.34,"From:  Sent:  To:  Subject:  Importance:  what do you suggest?  jeffrey E. <jeevacation@gmail.com>  Thursday, January 21, 2016 1:43 AM  Re: Help!  High  On Wed, Jan 20, 2016 at 7:19 PM, wrote:  Happy "
HOUSE_OVERSIGHT_022941.txt,TEXT\001\HOUSE_OVERSIGHT_022941.txt,22941,2,2.46,From: jeffrey E. [jeevacation@gmail.com]  Sent: 5/24/2017 11:04:43 PM  To: Matthew Hiltzik  Subject: Fwd: Fw: inquiry re: Giuffre v Maxwell settlement  Attachments: image001.png  Privileged - Redacted
HOUSE_OVERSIGHT_022943.txt,TEXT\001\HOUSE_OVERSIGHT_022943.txt,22943,1,1.04,From: jeffrey E. [jeeyacation@gmail.com]  Sent: 11/7/2017 10:35:08 AM  To: Michael Wolff [  Subject: boies  http://people.com/movies/harvey-weinstein-hired-intelligence-agencies-to-spy-on-accusers-ros
HOUSE_OVERSIGHT_022944.txt,TEXT\001\HOUSE_OVERSIGHT_022944.txt,22944,1,1.32,From: jeffrey E. [jeeyacation@gmail.com]  Sent: 11/7/2017 10:42:23 AM  To: Landon Thomas  Importance: High  http://people.com/movies/harvey-weinstein-hired-intelligence-agencies-to-spy-on-accusers-ros
HOUSE_OVERSIGHT_022945.txt,TEXT\001\HOUSE_OVERSIGHT_022945.txt,22945,2,2.39,"From: jeffrey E. [jeeyacation@gmail.com]  Sent: 11/7/2017 2:55:20 PM  To: Thomas Jr., Landon  Subject: Re:  Importance: High  As they are both bulkshitters  On Tue, Nov 7, 2017 at 10:26 AM Thomas Jr.,"
HOUSE_OVERSIGHT_022947.txt,TEXT\001\HOUSE_OVERSIGHT_022947.txt,22947,2,3.37,"From: jeffrey E. [jeeyacation@gmail.com]  Sent: 11/7/2017 3:10:06 PM  To: Thomas Jr., Landon  Subject: Re:  Importance: High  All. With gods help;)  On Tue, Nov 7, 2017 at 11:00 AM Thomas Jr., Landon "
HOUSE_OVERSIGHT_022949.txt,TEXT\001\HOUSE_OVERSIGHT_022949.txt,22949,3,4.61,"From:  Sent:  To: Thomas Jr., Landon  Subject: Re:  jeffrey E. [jeeyacation@gmail.com]  11/8/2017 1:49:52 PM  MONEY!!!! he lost the fee for hank greenburg, and needed money for his firm. if you look i"
HOUSE_OVERSIGHT_022977.txt,TEXT\001\HOUSE_OVERSIGHT_022977.txt,22977,9,5.0,From:  Sent:  To:  Subject:  Attachments:  paul krassner______________________________________  5/5/2017 3:19:21 PM  jeffrey E. [jeeyacation@gmail.com]  I ONLY FORWARD THIS SO YORE AWARE OF ITS EXISTE
HOUSE_OVERSIGHT_022994.txt,TEXT\001\HOUSE_OVERSIGHT_022994.txt,22994,4,8.32,From:  Sent:  To:  Subject:  Attachments:  Darren Indyke [  5/26/2016 3:18:43 PM  Jeffrey Epstein [jeeyacation@gmail.com]  Fwd: Maxwell (  IMAGE.jpg; IMAGE.jpg; IMAGE.jpg  Importance: High  Privileged
HOUSE_OVERSIGHT_022998.txt,TEXT\001\HOUSE_OVERSIGHT_022998.txt,22998,2,1.91,From: Scott J. Lin  Sent: 11/28/2018 11:50:16 PM  To: E. jeffrey [jeevacation@gmail.com]  CC:  Subject: Fwd: Press Inquiry: Miami Herald expose and protective order  Importance: High  Scott J. Link  B
HOUSE_OVERSIGHT_023001.txt,TEXT\001\HOUSE_OVERSIGHT_023001.txt,23001,17,17.48,From: Darren Indyke  Sent: 5/10/2019 11:06:29 PM  To: jeevacation@gmail.com; Martin Weinberg  CC: Darren Indyke___________________________________  Subject: Privileged and Confidential - Timeline of t
HOUSE_OVERSIGHT_023018.txt,TEXT\001\HOUSE_OVERSIGHT_023018.txt,23018,2,2.21,From: Tonja Haddad Coleman  Sent: 10/18/2013 10:38:16 PM  To: Darren Indyke Jeffrey Epstein [jeevacation@gmail.com]; haddadfm@aol.com  CC: Debbie Fein  Subject: Fwd: Request for comment from The Mail 
HOUSE_OVERSIGHT_023020.txt,TEXT\001\HOUSE_OVERSIGHT_023020.txt,23020,2,2.55,From: Darren Indyke  Sent: 10/18/2013 11:24:22 PM  To: Jeffrey Epstein [jeevacation@gmail.com]  Subject: Fwd: Request for comment from The Mail on Sunday with noon ET Saturday deadline re Mr Bradley E
HOUSE_OVERSIGHT_023022.txt,TEXT\001\HOUSE_OVERSIGHT_023022.txt,23022,2,2.57,From: Darren Indyke  Sent: 10/18/2013 11:25:53 PM  To: Jeffrey Epstein [jeevacation@gmail.com]  Subject: Fwd: Request for comment from The Mail on Sunday with noon ET Saturday deadline re Mr Bradley E
HOUSE_OVERSIGHT_023024.txt,TEXT\001\HOUSE_OVERSIGHT_023024.txt,23024,2,2.42,From: Fred Haddad  Sent: 10/19/2013 12:10:27 AM  To: Tonja Haddad Coleman  CC: Darren Indyke Jeffrey Epstein [jeevacation@gmail.com]; Debbie Fein ______________________________  Subject: Re: Request f
HOUSE_OVERSIGHT_023026.txt,TEXT\001\HOUSE_OVERSIGHT_023026.txt,23026,2,2.44,From: Darren Indyke  Sent: 10/19/2013 12:27:41 AM  To: Fred Haddad  CC: Tonja Haddad Coleman ; Jeffrey Epstein [jeevacation@gmail.com]; Debbie Fein  Subject: Re: Request for comment from The Mail on S
HOUSE_OVERSIGHT_023028.txt,TEXT\001\HOUSE_OVERSIGHT_023028.txt,23028,2,3.16,From: Fred Haddad  Sent: 10/19/2013 1:36:44 AM  To: Jeffrey Epstein [jeevacation@gmail.com]  Subject: Re: Request for comment from The Mail on Sunday with noon ET Saturday deadline re Mr Bradley Edwar
HOUSE_OVERSIGHT_023044.txt,TEXT\001\HOUSE_OVERSIGHT_023044.txt,23044,2,5.41,"From: J [jeevacation@gmail.com]  Sent: 2/1/2019 10:18:49 AM  To: Michael Wolff  Subject: Fwd:  have fun  ----------Forwarded message---------  From: J <jeevacation@gmail.com>  Date: Fri, Feb 1, 2019 a"
HOUSE_OVERSIGHT_023054.txt,TEXT\001\HOUSE_OVERSIGHT_023054.txt,23054,2,4.66,"From: J [jeeyacation@gmail.com]  Sent: 2/1/2019 10:18:27 AM  To: jeffrey epstein [jeeyacation@gmail.com]  Importance: High  prostittion is a state crime, never before a man in his own house charged wi"
HOUSE_OVERSIGHT_023067.txt,TEXT\001\HOUSE_OVERSIGHT_023067.txt,23067,2,3.13,From: Jeffrey Epstein [jeevacation@gmail.com]  Sent: 10/19/2013 12:30:10 AM  To: Fred Haddad  CC: Tonja Haddad Coleman  ]; Darren Indyke I; Debbie Fein  Subject: Re: Request for comment from The Mail 
HOUSE_OVERSIGHT_023101.txt,TEXT\001\HOUSE_OVERSIGHT_023101.txt,23101,1,0.59,"From:  Sent: 10/16/2016 10:34:07 PM  To: jeevacation@gmail.com  Subject: Re: Trump told me  Importance: High  Send me pic of you and trump !  Sent from my iPhone  > On Oct 16, 2016, at 6:33 PM, wrote:"
HOUSE_OVERSIGHT_023126.txt,TEXT\001\HOUSE_OVERSIGHT_023126.txt,23126,7,12.76,From: Darren Indyke  Sent: 5/10/2019 11:01:49 PM  To: jeeyacation@gmail.com; Martin Weinberg  CC: Darren Indyke [  Subject: Acosta plea deal in Epstein sex case defended by former aide I Miami Herald 
HOUSE_OVERSIGHT_023198.txt,TEXT\001\HOUSE_OVERSIGHT_023198.txt,23198,3,3.71,From: Lisa New  Sent: 12/7/2015 7:23:18 PM  To: jeffrey E. [jeevacation@gmail.com]  Subject: Re: and....another bit of advice ...? on WA  Importance: High  politicians I have taped  Bill Clinton  Al G
HOUSE_OVERSIGHT_023201.txt,TEXT\001\HOUSE_OVERSIGHT_023201.txt,23201,1,1.01,From: Kathy Ruemmler  Sent: 7/29/2017 10:28:10 PM  To: jeffrey E. [jeeyacation@gmail.com]  Subject: Re:  Importance: High  This week was totally bananas. Did Andrea Mitchell yesterday to discuss Trump
HOUSE_OVERSIGHT_023202.txt,TEXT\001\HOUSE_OVERSIGHT_023202.txt,23202,3,4.39,"From: jeffrey E. [jeevacation@gmail.com]  Sent: 12/7/2015 7:35:13 PM  To: Lisa New  Subject: Re: and....another bit of advice ...? on WA  better list to present woody  On Mon, Dec 7, 2015 at 3:23 PM, "
HOUSE_OVERSIGHT_023205.txt,TEXT\001\HOUSE_OVERSIGHT_023205.txt,23205,3,4.44,From: jeffrey E. [jeevacation@gmail.com]  Sent: 12/7/2015 7:36:12 PM  To: Lisa New_______________________  Subject: Re: and....another bit of advice ...? on WA  write me a letter using only the top li
HOUSE_OVERSIGHT_023291.txt,TEXT\001\HOUSE_OVERSIGHT_023291.txt,23291,70,290.13,"From: jeffrey E. [jeeyacation@gmail.com]  Sent: 4/8/2018 4:20:18 PM  To: jeffrey epstein [jeeyacation@gmail.com]  Importance: High  Date: Mon, Oct 26, 2015 at 8:37 PM  Subject:  To: Brad Wechsler_____"
HOUSE_OVERSIGHT_023418.txt,TEXT\001\HOUSE_OVERSIGHT_023418.txt,23418,8,13.91,"From: Kathy Ruemmler  Sent: 9/20/2014 2:37:36 AM  To: jeffrey E. [jeeyacation@gmail.com]  Subject: Re: Fwd:  Importance: High  Did you read David Brooks today?  On Sep 19, 2014 9:58 PM, ""Kathy Ruemmle"
HOUSE_OVERSIGHT_023426.txt,TEXT\001\HOUSE_OVERSIGHT_023426.txt,23426,1,1.72,From: Lisa New  Sent: 9/23/2014 10:17:55 PM  To: Jeffrey Epstein [jeevacation@gmail.com]  Subject: Highlight  Importance: High  That was fun- definitely the highlight of a day that was not without oth
HOUSE_OVERSIGHT_023427.txt,TEXT\001\HOUSE_OVERSIGHT_023427.txt,23427,2,2.63,From: Michael Wolff  Sent: 9/24/2014 12:06:54 AM  To: jeffrey E. [jeeyacation@gmail.com]  Subject: Re: Highlight  _______________________________________________________________________1  Importance: 
HOUSE_OVERSIGHT_023429.txt,TEXT\001\HOUSE_OVERSIGHT_023429.txt,23429,2,3.03,"From: Lisa New  Sent: 9/24/2014 12:25:39 AM  To: jeffrey E. [jeeyacation@gmail.com]  Subject: Re: Highlight  Importance: High  Jeffrey, if you are conceding any bit of the other things , with all due "
HOUSE_OVERSIGHT_023431.txt,TEXT\001\HOUSE_OVERSIGHT_023431.txt,23431,2,4.24,"From: Lisa New  Sent: 9/24/2014 12:48:31 AM  To: jeffrey E. [jeeyacation@gmail.com]  Subject: Re: Highlight  Importance: High  I know, and I'm immensely grateful  . I would like to send you not only t"
HOUSE_OVERSIGHT_023433.txt,TEXT\001\HOUSE_OVERSIGHT_023433.txt,23433,2,3.35,"From: Michael Wolff______________________  Sent: 9/25/2014 1:47:51 PM  To: jeffrey E. [jeeyacation@gmail.com]  Subject: Re: Highlight  Importance: High  See you at 1:00....  On Tue, Sep 23, 2014 at 8:"
HOUSE_OVERSIGHT_023440.txt,TEXT\001\HOUSE_OVERSIGHT_023440.txt,23440,8,14.85,From: jeffrey E. [jeeyacation@gmail.com]  Sent: 9/20/2014 5:29:55 AM  To: Kathy Ruemmler  Subject: Re:  He is a pseudo intellectual. Friendship is a complex biological process . Part altruism part coo
HOUSE_OVERSIGHT_023448.txt,TEXT\001\HOUSE_OVERSIGHT_023448.txt,23448,2,3.28,"From: jeffrey E. [jeeyacation@gmail.com]  Sent: 9/24/2014 12:07:26 AM  To: Michael Wolff  Subject: Re: Highlight  Importance: High  not sure yet talk in mornig  On Tue, Sep 23, 2014 at 8:06 PM, Michae"
HOUSE_OVERSIGHT_023545.txt,TEXT\001\HOUSE_OVERSIGHT_023545.txt,23545,3,3.1,From:  Sent:  To:  Subject:  Attachments:  Lesley Groff  2/28/2013 1:33:32 AM  Jeffrey Epstein CC Deeyacation@gmail.com]  Fwd: INVITE THE NY OBSERVER 25TH ANNIVERSARY  25th-inyite_FINAL-52.jpg  Import
HOUSE_OVERSIGHT_023548.txt,TEXT\001\HOUSE_OVERSIGHT_023548.txt,23548,2,1.67,From: Lesley Groff I_____________________________  Sent: 3/7/2013 5:32:30 PM  To: Epstein Jeffrey [jeeyacation@gmail.com]  Subject: Fwd: INVITE NY OBSERVER 25TH ANNIVERSARY  Importance: High  Begin fo
HOUSE_OVERSIGHT_023550.txt,TEXT\001\HOUSE_OVERSIGHT_023550.txt,23550,14,16.89,"From: JokeLand_____________  Sent: 5/9/2015 7:17:32 PM  To:  Subject: a JokeLand E-Mail  A guy's walking down the boardwalk in Atlantic City and he runs into a hooker.  He says, ""How much?""  She says "
HOUSE_OVERSIGHT_023635.txt,TEXT\001\HOUSE_OVERSIGHT_023635.txt,23635,3,6.33,"From: Thomas Jr., Landon  Sent: 11/14/2016 3:32:12 PM  To: Jeffrey Epstein [jeeyacation@gmail.com]  Subject: Fwd: EUROPEAN MULTI ASSET COVERAGE MEETING IMPRESSIONS: Eyes on Real Money outflows; Christ"
HOUSE_OVERSIGHT_023661.txt,TEXT\001\HOUSE_OVERSIGHT_023661.txt,23661,5,8.73,"From:  Sent:  To:  Subject:  9/13/2017 5:31:25 PM  jeffrey E. [jeeyacation@gmail.com]  Re:  Importance: High  m in my car at your door.. can i ring or 2 sharp?  Sent from my iPhone  On Sep 13, 2017, a"
HOUSE_OVERSIGHT_023717.txt,TEXT\001\HOUSE_OVERSIGHT_023717.txt,23717,3,6.96,"From: jeffrey E. [jeeyacation@gmail.com]  Sent: 11/14/2016 3:34:18 PM  To: Thomas Jr., Landon  Subject: Re: EUROPEAN MULTI ASSET COVERAGE MEETING IMPRESSIONS: Eyes on Real Money outflows; Christmas co"
HOUSE_OVERSIGHT_024251.txt,TEXT\001\HOUSE_OVERSIGHT_024251.txt,24251,5,9.31,From: Richard Kahn  Sent: 7/22/2015 5:29:11 PM  To: jeffrey E. [jeeyacation@gmail.com]  Subject: Republicans gird for the Donald Trump debate  Importance: High  as you predicted..  http ://www.politic
HOUSE_OVERSIGHT_024300.txt,TEXT\001\HOUSE_OVERSIGHT_024300.txt,24300,2,2.2,From: Richard Kahn_______________________________  Sent: 7/8/2018 7:24:05 PM  To: Jeffrey Epstein [jeevacation@gmail.com]  Subject: Bookstore owner calls police after customer confronted Steve Bannon 
HOUSE_OVERSIGHT_024384.txt,TEXT\001\HOUSE_OVERSIGHT_024384.txt,24384,11,39.19,From: Bill Siegel  Sent: 2/8/2013 7:40:43 PM  To: Charlotte Abrams  Subject: Fro- The Control Factor - Frontpage Magazine interview  Attachments: image001.gif; image002.jpg; image003.png; image004.png
HOUSE_OVERSIGHT_024395.txt,TEXT\001\HOUSE_OVERSIGHT_024395.txt,24395,12,40.28,From: Bill Siegel  Sent: 2/8/2013 8:10:04 PM  To: jeevacation@gmail.com  Subject: Re: Fro- The Control Factor - Frontpage Magazine interview  Attachments: image001.gif; image002.jpg; image003.png; ima
HOUSE_OVERSIGHT_024407.txt,TEXT\001\HOUSE_OVERSIGHT_024407.txt,24407,12,41.4,From: Bill Siegel [  Sent: 2/8/2013 8:48:50 PM  To: jeevacation@gmail.com  Subject: Re: Fro- The Control Factor - Frontpage Magazine interview  Attachments: image001.gif; image002.jpg; image003.png; i
HOUSE_OVERSIGHT_024419.txt,TEXT\001\HOUSE_OVERSIGHT_024419.txt,24419,13,42.36,From: Bill Siegel  Sent: 2/8/2013 9:02:08 PM  To: jeevacation@gmail.com  Subject: Re: Fro- The Control Factor - Frontpage Magazine interview  Attachments: image001.gif; image002.jpg; image003.png; ima
HOUSE_OVERSIGHT_024624.txt,TEXT\001\HOUSE_OVERSIGHT_024624.txt,24624,7,13.31,"From: J [jeeyacation@gmail.com]  Sent: 5/15/2019 10:21:20 AM  To: paul krassner  Subject: Re: rather long and a few typos  On September 14, 1964, Dean Katherine Towle announced that existing Universit"
HOUSE_OVERSIGHT_024923.txt,TEXT\001\HOUSE_OVERSIGHT_024923.txt,24923,7,12.36,From:  Sent: 5/15/2019 12:17:32 AM  To: George Krassner [  Rebecca Risman  Subject: rather long and a few typos  paul krassner ________________________________________  •; nick kazan [  ; Linda W. Gro
HOUSE_OVERSIGHT_025028.txt,TEXT\001\HOUSE_OVERSIGHT_025028.txt,25028,13,43.17,From: Jeffrey Epstein [jeevacation@gmail.com]  Sent: 2/8/2013 9:05:33 PM  To: Bill Siegel [ ii  Subject: Re: Fro- The Control Factor - Frontpage Magazine interview  Attachments: image001.gif; image005
HOUSE_OVERSIGHT_025041.txt,TEXT\001\HOUSE_OVERSIGHT_025041.txt,25041,53,70.01,"From:  Sent:  To:  Subject:  rt  cle 1.  Jeffrey Epstein [jeeyacation@gmail.com]  2/15/2013 12:42:34 AM  Larry Summers  as you asked  The Washington Post  In State of the Union   address, Obama lays o"
HOUSE_OVERSIGHT_025100.txt,TEXT\001\HOUSE_OVERSIGHT_025100.txt,25100,1,1.02,"From: Michael Wolff [  Sent: 10/21/2016 7:48:57 PM  To: jeffrey E. [jeeyacation@gmail.com]  Subject: Re:  Importance: High  Ailes said he gave up trying to give advice, that Trump was the boy in pre-s"
HOUSE_OVERSIGHT_025101.txt,TEXT\001\HOUSE_OVERSIGHT_025101.txt,25101,3,4.87,"From: Pritzker, Tom  Sent: 11/28/2016 6:47:56 PM  To: jeffrey E. [jeeyacation@gmail.com]  Subject: RE: Re:  Importance: High  Cash or in-kind services?  From: jeffrey E. [mailto:jeevacation@gmail.com]"
HOUSE_OVERSIGHT_025105.txt,TEXT\001\HOUSE_OVERSIGHT_025105.txt,25105,5,11.92,"From: Robert Kuhn [  Sent: 4/8/2017 6:28:05 AM  To: jeffrey E. [jeeyacation@gmail.com]  Subject: Re: Kuhn - The Science of Sleep and Dreams  Importance: High  Just arrived NY, here for —10 days.  Now "
HOUSE_OVERSIGHT_025110.txt,TEXT\001\HOUSE_OVERSIGHT_025110.txt,25110,5,12.72,"From: Robert Kuhn  Sent: 4/8/2017 5:56:40 PM  To: jeffrey E. [jeeyacation@gmail.com]  Subject: Re: Kuhn - The Science of Sleep and Dreams  Importance: High  Got it  nnv  On Apr 8, 2017, at 5:41 AM, je"
HOUSE_OVERSIGHT_025116.txt,TEXT\001\HOUSE_OVERSIGHT_025116.txt,25116,2,2.19,From:  Sent:  To:  CC:  Subject:  LHS  5/28/2017 11:36:50 PM  jeffrey E. [jeeyacation@gmail.com]  lhsoffic  Re: Is Donald still feeling good  Importance: High  More would represent Donald if Kaslowitz
HOUSE_OVERSIGHT_025118.txt,TEXT\001\HOUSE_OVERSIGHT_025118.txt,25118,3,3.42,From: LHS [  Sent: 5/29/2017 12:49:27 AM  To: jeffrey E. [jeeyacation@gmail.com]  CC: lhsoffice [lhsoffice@lawrencesummers.com]  Subject: Re: Is Donald still feeling good  Importance: High  With deman
HOUSE_OVERSIGHT_025121.txt,TEXT\001\HOUSE_OVERSIGHT_025121.txt,25121,3,4.3,From: LHS  Sent: 6/2/2017 3:08:29 AM  To: jeffrey E. [jeeyacation@gmail.com]  CC: lhsoffice [lhsoffice@lawrencesummers.com]  Subject: Re: Is Donald still feeling good  Importance: High  ??  Sent from 
HOUSE_OVERSIGHT_025124.txt,TEXT\001\HOUSE_OVERSIGHT_025124.txt,25124,4,5.01,"From: Larry Summers  Sent: 10/27/2017 3:10:13 PM  To: jeffrey E. [jeeyacation@gmail.com]  Subject: Re: Trending Now: Friends for three decades, Trump whisperer says he is 'stunned' by president's rhet"
HOUSE_OVERSIGHT_025128.txt,TEXT\001\HOUSE_OVERSIGHT_025128.txt,25128,5,6.01,"From: Larry Summers _______________________________  Sent: 10/27/2017 3:46:57 PM  To: jeffrey E. [jeeyacation@gmail.com]  Subject: Re: Trending Now: Friends for three decades, Trump whisperer says he "
HOUSE_OVERSIGHT_025133.txt,TEXT\001\HOUSE_OVERSIGHT_025133.txt,25133,6,7.2,"From: Larry Summers  Sent: 10/27/2017 3:59:04 PM  To: jeffrey E. [jeeyacation@gmail.com]  Subject: Re: Trending Now: Friends for three decades, Trump whisperer says he is 'stunned' by president's rhet"
HOUSE_OVERSIGHT_025139.txt,TEXT\001\HOUSE_OVERSIGHT_025139.txt,25139,1,1.74,From: Robert Trivers  Sent: 6/24/2018 6:11:37 PM  To: Jeffrey Epstein [jeevacation@gmail.com]  Importance: High  Jeffrey  finally landed  very unpleasant journey  you had nothing to do with how Chapma
HOUSE_OVERSIGHT_025140.txt,TEXT\001\HOUSE_OVERSIGHT_025140.txt,25140,3,4.42,"From:  Sent:  To:  Subject:  Attachments:  Robert Trivers  6/25/2018 2:19:44 AM  jeffrey E. [jeevacation@gmail.com]  Re:  EPSTEIN.docx  Importance: High  perhaps i misunderstood ""let's concentrate on "
HOUSE_OVERSIGHT_025163.txt,TEXT\001\HOUSE_OVERSIGHT_025163.txt,25163,3,4.14,"From: jeffrey E. [jeeyacation@gmail.com]  Sent: 11/28/2016 6:47:15 PM  To: Pritzker, Tom  Subject: Re: Re:  Importance: High  comey knows that denise neeed to pledge 500k to foundation  On Mon, Nov 28"
HOUSE_OVERSIGHT_025166.txt,TEXT\001\HOUSE_OVERSIGHT_025166.txt,25166,3,5.53,"From: jeffrey E. [jeeyacation@gmail.com]  Sent: 11/28/2016 6:49:51 PM  To: Pritzker, Tom  Subject: Re: Re:  cash  On Mon, Nov 28, 2016 at 1:47 PM, Pritzker, Tom < wrote:  Cash or in-kind services?  Fr"
HOUSE_OVERSIGHT_025169.txt,TEXT\001\HOUSE_OVERSIGHT_025169.txt,25169,3,6.86,"From: jeffrey E. [jeevacation@gmail.com]  Sent: 1/20/2017 12:10:12 PM  To: David Grosof  Subject: Re: Your Special Day  Importance: High  pretty well  On Fri, Jan 20, 2017 at 7:02 AM, David Grosof ___"
HOUSE_OVERSIGHT_025172.txt,TEXT\001\HOUSE_OVERSIGHT_025172.txt,25172,4,8.06,From: jeffrey E. [jeevacation@gmail.com]  Sent: 1/20/2017 12:14:31 PM  To: David Grosof  Subject: Re: Your Special Day  Importance: High  probablity and statistics gets its strengh from the law of lar
HOUSE_OVERSIGHT_025176.txt,TEXT\001\HOUSE_OVERSIGHT_025176.txt,25176,4,9.0,"From: jeffrey E. [jeevacation@gmail.com]  Sent: 1/20/2017 12:32:18 PM  To: David Grosof  Subject: Re: Your Special Day  Importance: High  yes , now assume that there i a balancing force. and gravity i"
HOUSE_OVERSIGHT_025180.txt,TEXT\001\HOUSE_OVERSIGHT_025180.txt,25180,5,10.1,"From: jeffrey E. [jeevacation@gmail.com]  Sent: 1/20/2017 1:03:10 PM  To: David Grosof  Subject: Re: Your Special Day  Importance: High  god s reference frame :)  On Fri, Jan 20, 2017 at 7:44 AM, Davi"
HOUSE_OVERSIGHT_025185.txt,TEXT\001\HOUSE_OVERSIGHT_025185.txt,25185,5,10.1,"From: jeffrey E. [jeevacation@gmail.com]  Sent: 1/20/2017 1:04:00 PM  To: David Grosof  Subject: Re: Your Special Day  Importance: High  god - so he does play, just not with fair dice  On Fri, Jan 20,"
HOUSE_OVERSIGHT_025190.txt,TEXT\001\HOUSE_OVERSIGHT_025190.txt,25190,5,12.73,From: jeffrey E. [jeeyacation@gmail.com]  Sent: 4/8/2017 9:46:30 AM  To: Lesley Groff  Subject: Fwd: Kuhn - The Science of Sleep and Dreams  Importance: High  ----------Forwarded message----------  Fr
HOUSE_OVERSIGHT_025195.txt,TEXT\001\HOUSE_OVERSIGHT_025195.txt,25195,2,3.11,From: jeffrey E. [jeeyacation@gmail.com]  Sent: 5/28/2017 11:43:17 PM  To: LHS _____________________________  Subject: Re: Is Donald still feeling good  Importance: High  your world does not understan
HOUSE_OVERSIGHT_025197.txt,TEXT\001\HOUSE_OVERSIGHT_025197.txt,25197,2,2.99,From: jeffrey E. [jeeyacation@gmail.com]  Sent: 5/28/2017 11:44:32 PM  To: LHS [  Subject: Re: Is Donald still feeling good  Importance: High  you should hook up with gates or hoffmand and do the dono
HOUSE_OVERSIGHT_025199.txt,TEXT\001\HOUSE_OVERSIGHT_025199.txt,25199,1,1.07,"From: jeffrey E. [jeeyacation@gmail.com]  Sent: 3/2/2018 12:47:41 PM  To: Jonathan Farkas  Subject: Re:  funn I. its a wild time  On Fri, Mar 2, 2018 at 5:58 AM, Jonathan Farkas <IMI> wrote:  Hi Jeffr"
HOUSE_OVERSIGHT_025200.txt,TEXT\001\HOUSE_OVERSIGHT_025200.txt,25200,2,2.76,"From: jeffrey E. [jeeyacation@gmail.com]  Sent: 5/20/2018 8:02:59 PM  To: Weingarten, Reid  Subject: Re:  a us citizen, working for mi 5 . calls trump campaign insiders and tryr to get info for mi5 an"
HOUSE_OVERSIGHT_025202.txt,TEXT\001\HOUSE_OVERSIGHT_025202.txt,25202,3,6.17,"From: jeffrey E. [jeevacation@gmail.com]  Sent: 9/18/2018 10:40:13 PM  To: paul krassner [  Subject: Re: deja' vu' by pk  great  On Tue, Sep 18, 2018 at 3:48 PM, paul krassner <_______________________"
HOUSE_OVERSIGHT_025231.txt,TEXT\001\HOUSE_OVERSIGHT_025231.txt,25231,2,5.39,From:  Sent:  To:  Sultan Bin Sulayem ________________________________________  8/12/2011 2:43:12 PM  Jeffrey Epstein [jeeyacation@gmail.com]  Importance: High  Newsmax. corn   Laffer: Obama Must Use 
HOUSE_OVERSIGHT_025291.txt,TEXT\001\HOUSE_OVERSIGHT_025291.txt,25291,1,1.47,From:  Sent:  To:  Subject:  Attachments:  Darren Indyke  1/14/2015 11:56:48 PM  Jeffrey Epstein [jeeyacation@gmail.com]  Bill Clinton identified in lawsuit against pedophile Jeffrey Epstein I Daily M
HOUSE_OVERSIGHT_025295.txt,TEXT\001\HOUSE_OVERSIGHT_025295.txt,25295,1,0.94,"From:  Sent:  To:  Subject:  Attachments:  Thomas Jr., Landon  11/14/2016 5:32:04 PM  Jeffrey Epstein [jeeyacation@gmail.com]  Fwd: Game On paper from Dr. Laffer  2016.05.19 Game On - updated 2016.07."
HOUSE_OVERSIGHT_025310.txt,TEXT\001\HOUSE_OVERSIGHT_025310.txt,25310,3,6.64,From: Robert Kuhn  Sent: 5/11/2017 5:38:37 AM  To: jeffrey E. [jeeyacation@gmail.com]  Subject: Kuhn  Importance: High  Ruminating (in Beijing traffic) on plant biology and ways to structure possible 
HOUSE_OVERSIGHT_025329.txt,TEXT\001\HOUSE_OVERSIGHT_025329.txt,25329,3,5.94,From: paul krassner [paulkrassner@roadrunner.com]  Sent: 1/16/2019 7:50:41 PM  To: Nancy Cain [ ]; Tom [  Steven Gaydos [IM=1]; George Krassner [  ]; Holly Krassner Dawson [  1  Marie Moneysmith [  ];
HOUSE_OVERSIGHT_025347.txt,TEXT\001\HOUSE_OVERSIGHT_025347.txt,25347,2,3.16,"From: Weingarten, Reid  Sent: 10/16/2012 1:00:27 AM  To: 'jeevacation@gmail.com' [jeevacation@gmail.com]  Subject: Re: Re:  Importance: High  Clinton  From: Jeffrey Epstein [mailto:jeevacation@gmail.c"
